Client,word,machine_translation,human_translation,theme,category,description,earliest event type,earliest event date,latest event type,latest event date
9158,走资派邓小平,capitalist roader Deng Xiaoping,capitalist roader Deng Xiaoping,people,Gov official ,"Reference to Chinese reformist leader Deng Xiaoping. In Maoist thought, a capitalist roader is a person or group who demonstrates a marked tendency to bow to pressure from bourgeois forces and subsequently attempts to pull the Revolution in a capitalist direction.",add,2015-08-21,del,2016-02-22
Sina Show,走资派邓小平,capitalist roader Deng Xiaoping,capitalist roader Deng Xiaoping,people,Gov official ,"Reference to Chinese reformist leader Deng Xiaoping. In Maoist thought, a capitalist roader is a person or group who demonstrates a marked tendency to bow to pressure from bourgeois forces and subsequently attempts to pull the Revolution in a capitalist direction.",add,2015-08-30,last_seen,2016-07-12
YY,学生运动,Student Movement,,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Movement.,first_seen,2015-06-01,last_seen,2016-09-09
9158,学生运动,Student Movement,,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Movement.,add,2015-08-21,last_seen,2016-07-12
Sina Show,学生运动,Student Movement,,Event,Tiananmen Square ,Reference to the June 4 1989 Tiananmen Movement.,add,2015-08-30,last_seen,2016-07-12
9158,包子心狠手辣,Buns ruthless,Buns ruthless,people ,Gov official ,"Likely criticizing Chinese President Xi Jinping's ruthlessness on innwe power struggle as well as his hardline rule over the country. ""Bun"" referring to Xi.",add,2015-08-21,del,2016-02-22
Sina Show,包子心狠手辣,Buns ruthless,Buns ruthless,people ,Gov official ,"Likely criticizing Chinese President Xi Jinping's ruthlessness on innwe power struggle as well as his hardline rule over the country. ""Bun"" referring to Xi.",add,2015-08-30,last_seen,2016-07-12
Sina Show,处女进贡,Virgin tribute,,political ,corruption,"Jan 2015 - rumors circulated of Wei Junxing, an associate of Zhou Yongkang, setting up a system of sending virgin girls as bribery to officials; he ""aired"" the girls to different cities so men could ""deflower"" them
Official announcement: http://www.chinadaily.com.cn/china/2015-01/16/content_19339065.htm
HK tabloid story with the rumor: http://www.appledaily.com.tw/appledaily/article/international/20150118/36335074/",add,2015-08-30,last_seen,2016-07-12
9158,侣行, Companion row,On The Road,Event,ISIS Crisis ,A Chinese travel show that was pulled offline after an episode depicting visit to Kurdish fighters in Northern Iraq,add,2015-11-22,last_seen,2016-07-12
Sina Show,侣行, Companion row,On The Road,Event,ISIS Crisis ,A Chinese travel show that was pulled offline after an episode depicting visit to Kurdish fighters in Northern Iraq,add,2015-11-23,last_seen,2016-07-12
Sina Show,坚守科巴尼.叙利亚,Stick Ke Bani Syria,Hold fast Kobani Syria ,Event,ISIS Crisis ,"Hold fast Kobani, Syria; video deleted from youku but can be found here: http://beijingcream.com/2015/11/chinese-film-crew-survives-isis-doesnt-survive-chinese-censors/
https://www.youtube.com/watch?v=FH42juXqytc",add,2015-11-23,last_seen,2016-07-12
9158,E租宝,E Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
Sina Show,E租宝,E Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
9158,e租宝,e rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
Sina Show,e租宝,e rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
9158,租宝,Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
Sina Show,租宝,Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
9158,E 租宝,E Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
Sina Show,E 租宝,E Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
9158,E 租 宝,E Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
Sina Show,E 租 宝,E Rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
9158,e 租宝,e rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
Sina Show,e 租宝,e rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
9158,e 租 宝,e rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
Sina Show,e 租 宝,e rent treasure,Ezubao,Event,Ezubao,"A peer-to-peer financial platform in China that operated like a Ponzi scam. Literal meaning is ""electornic / easy rent treasure""",add,2016-02-06,last_seen,2016-07-12
9158,易租宝,Yi Bao Rent,Yi Zu Bao,Event,Ezubao,"literally ""easy rent treasure"", 
a peer-to-peer financial platform in China that operated like a Ponzi scam",add,2016-02-06,last_seen,2016-07-12
Sina Show,易租宝,Yi Bao Rent,Yi Zu Bao,Event,Ezubao,"literally ""easy rent treasure"", 
a peer-to-peer financial platform in China that operated like a Ponzi scam",add,2016-02-06,last_seen,2016-07-12
YY,fx气皇,fx gas Wong,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,fx气皇,fx gas Wong,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,gamo竞技之王,Gamo king of athletics,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,秃鹰膛线管,Vultures rifled tube,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,秃鹰狗,Condor dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
9158,秃鹰狗,Condor dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,秃鹰狗,Condor dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,工字牌QB19,Workers plates QB19,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,秃鹰汽长狗,Vultures steam long dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,秃鹰汽长狗,Vultures steam long dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,仿真长狗,Simulation of Long Dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,仿真长狗,Simulation of Long Dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,短狗,Short Dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,特级运动长弹,Extra long projectile motion,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,特级运动长弹,Extra long projectile motion,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,花山N306,Huashan N306,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,花山N306,Huashan N306,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,M4A1,M4A1,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,柯尔特1911,Colt 1911,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,狗配件,Dog Accessories,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,狗配件,Dog Accessories,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,大口径PCP,Large caliber PCP,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,大口径PCP,Large caliber PCP,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,瓦尔特统治者,Walter ruler,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,L新型火箭,L new rocket,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,金钟汽枪,Admiralty Motor Gun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,金钟汽枪,Admiralty Motor Gun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,金钟气狗,Admiralty gas dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,金钟气狗,Admiralty gas dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,秃鹰图纸,Vulture drawing,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,秃鹰图纸,Vulture drawing,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,瑞典fx,Sweden fx,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,瑞典fx,Sweden fx,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,猎枪弹,Shotgun shells,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,猎枪弹,Shotgun shells,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,秃鹰配件,Vulture Accessories,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,秃鹰配件,Vulture Accessories,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,西德ks316,West Germany ks316,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,654K气枪,654K airgun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,654K气枪,654K airgun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,92式手狗,92 type hand dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,92式手狗,92 type hand dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,77式手狗,77 type hand dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,77式手狗,77 type hand dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,77式手枪,77 pistol,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,77式手枪,77 pistol,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,654k手枪,654k pistol,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,654k手枪,654k pistol,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,45MM铅弹,45MM pellet,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,45MM铅弹,45MM pellet,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,45MM狗粮,45MM Food,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,45MM狗粮,45MM Food,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,三角牌气枪,Triangle airgun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,三角牌气枪,Triangle airgun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,汽手狗,Steam Hand Dog,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,54式手枪,54 pistol,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,54式手枪,54 pistol,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,手拉狙,Hand spy,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,手拉狙,Hand spy,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,柯尔特m1911,Colt m1911,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,海豹M9,Seals M9,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,进口气狗,Dogs imported gas,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
9158,进口气狗,Dogs imported gas,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,进口气狗,Dogs imported gas,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,运动枪,Sports Guns,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,运动枪,Sports Guns,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,韩国叛逆者,Korea traitor,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,土制炸弹,IEDs,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,土制炸弹,IEDs,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,土制手榴弹,Homemade grenade,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,土制手榴弹,Homemade grenade,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,土制手雷,Homemade grenades,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,土制手雷,Homemade grenades,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,起爆药,Primary Explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,起爆药,Primary Explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,塑胶炸药,Plastic explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,塑胶炸药,Plastic explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,自制炸药,Homemade explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,自制炸药,Homemade explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,C4橡胶炸药,C4 explosives rubber,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,C4橡胶炸药,C4 explosives rubber,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,土制火药,Home-made gunpowder,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
9158,土制火药,Home-made gunpowder,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
Sina Show,土制火药,Home-made gunpowder,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,土制燃烧弹,Home-made incendiary,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
9158,土制燃烧弹,Home-made incendiary,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
Sina Show,土制燃烧弹,Home-made incendiary,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,黑火药,Black powder,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,黑火药,Black powder,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,硝铵炸药,Explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,硝铵炸药,Explosive,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,迫击炮弹,Mortar shells,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,炸弹,bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,del,2015-05-05,last_seen,2016-07-12
Sina Show,炸弹,bomb,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,雷管,Detonator,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,雷管,Detonator,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,燃烧瓶,Molotov cocktails,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
9158,燃烧瓶,Molotov cocktails,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,燃烧瓶,Molotov cocktails,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,塑料炸弹,Plastic explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,塑料炸弹,Plastic explosives,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,PETN,PETN,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-04-14,last_seen,2016-07-12
Sina Show,PETN,PETN,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,尼泊尔刀,Nepal knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,尼泊尔刀,Nepal knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,尼泊尔狗腿刀,Nepal dogleg knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,尼泊尔狗腿刀,Nepal dogleg knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,斩马刀,Zhanma Dao,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,斩马刀,Zhanma Dao,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,三棱刀,Tri knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,博伊刀,Boyd knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,博伊刀,Boyd knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,廓尔喀刀,Kukri,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,廓尔喀刀,Kukri,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,蜘蛛刀,Spider knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,蜘蛛刀,Spider knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,苗刀,Miao knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,蝴蝶甩刀,Butterfly flail,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,蝴蝶甩刀,Butterfly flail,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,卡巴刀,Ka-Bar,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,卡巴刀,Ka-Bar,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,勃郎宁刀,Browning knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,勃郎宁刀,Browning knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,匕首,dagger,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,三棱刮刀,Triangular scraper,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,三棱刮刀,Triangular scraper,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,跳刀,Jump knife,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,军品刺刀,Military bayonet,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,军品刺刀,Military bayonet,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,d80军刺,d80 Shanker,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,d80军刺,d80 Shanker,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,战术刀具,Tactical Tool,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,战术军刀,Tactical Saber,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,战术军刀,Tactical Saber,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,麻醉弩箭,Anesthesia bolt,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,麻醉弩箭,Anesthesia bolt,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,精品弓弩,Toys crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,精品弓弩,Toys crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,弩弓制作图纸,Crossbow production drawings,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,弩弓制作图纸,Crossbow production drawings,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,黑森林弓弩,Black Forest crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,黑森林弓弩,Black Forest crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,三健弓弩,Threebond crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,三健弓弩,Threebond crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,弓弩麻醉箭,Anesthesia crossbow arrow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,弓弩麻醉箭,Anesthesia crossbow arrow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,森林之鹰,Eagle Forest,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,小飞狼,Flying Wolf,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,森林之狼,Wolf Forest,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,气枪弩,Crossbow airguns,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,军用弩箭,Military bolt,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,军用弩箭,Military bolt,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
YY,猎豹弓弩,Cheetah crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,first_seen,2015-06-01,last_seen,2016-09-09
Sina Show,猎豹弓弩,Cheetah crossbow,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
9158,弩枪,Crossbow gun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
Sina Show,弩枪,Crossbow gun,,Social,Illicit goods and services / Trafficking of illicit goods and services,,add,2016-02-22,last_seen,2016-07-12
