word_id,word,human_translation,machine_translation,pinyin,description,client,lists,category,category_id,theme
3603,狡猾的风水相师,,Cunning feng shui master,jiaohua de fengshui xiang shi,This is an online novel.,Sina UC,Sina UC List 3;Sina UC List 4,Online novels,109,Social
3604,睡着的武神,Sleeping war god,,shuizhao de wu shen,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3605,王子淫传,Tales of the kinky prince,,wangzi yin chuan,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3606,现代艳帝传奇,,Legend of the modern beautiful emperor,xiandai yan di chuan qi,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3607,阿兵哥言语录,,Recorded speech of soldiers,a bing ge yanyu lu,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3608,混蛋神风流史,,The romantic history of the bastard god,hundan shen fengliu shi,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3609,淫术炼金士,(literal translation) Kinky technique alchemist,,yin zhu lian jin shi,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3610,倚天屠龙别记,Other version of the Heaven Sword and Dragon Saber,,yi tian tu long bie ji,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3611,星光伴我淫,,Starlight with my kinky,xing guang ban wo yin,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3612,美少妇的哀羞,(literal translation) Beautiful young wife's mourning and shame,,mei shao fu de ai xiu,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3613,黑星女侠,,Black star warrior woman,hei xing nu xia,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3614,逃亡艳旅,,Runaway beautiful journey,taowang yan lu,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3615,四海龙女,(literal translation) Four seas dragon girl,,si hai long nu,This is an online novel.,Sina UC,Sina UC List 3;Sina UC List 4,Online novels,109,Social
3616,秦青的幸福生活,,Qin Qing's happy life,qin qing de xingfu shenghuo,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3617,往事追忆录,(literal translation) Records of chasing past recollections,,wangshi zhui yi lu,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3618,十景缎,,Ten satin,shi jing duan,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3619,红楼绮梦,,Red house sweet dreams,hong lou qi meng,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3620,不良少女日记,,Bad girl diary,buliang shaonu riji,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3621,俪影蝎心,,Beautiful shadow scorpion heart,li ying xie xin,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3622,遥想当年春衫薄,,Way back when the spring shirt was thin,yao xiang dangnian chun shan bo,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3623,风月大陆,(literal translation) Wind moon mainland,,feng yue dalu,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3624,爱神之传奇,,The Legend of Eros,ai shen zhi chuan qi,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3625,阿里布达年代记,,Ali Buda Chronicles,alibuda niandai ji,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3626,我的性启蒙老师,,My sexual enlightenment teacher,wode xing qimeng laoshi,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3627,伴游小姐,Female escort,,ban you xiaojie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3628,高树三姐妹,,Three sisters of High Tree,gao shu san jiemei,This is an online novel with sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3629,酒店招聘,,Hotel recruitment,jiudian zhaopin,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3630,招小姐,Recruiting young women,,zhao xiaojie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3631,小姐QQ,Young woman QQ,,xiaojie QQ,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3632,上门特殊服务,Special service house call,,shangmen teshu fuwu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3633,上门性服务,Sexual services house call,,shangmen xing fuwu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3634,招妓,,Recruiting prostitutes,zhao ji,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3635,找妹妹,Looking for little sister,,zhao meimei,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3636,夜夜情,Love every night,,ye ye qing,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3637,ONS俱乐部,,ONS club,ONSjulebu,This is likely a swinging (sex) club.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3638,ONS论坛,,ONS forum,ONSluntan,This is likely a swingers forum.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3639,ONS社区,,ONS community,ONSshequ,This is likely a swingers community.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3640,ONS交友,,ONS dating,ONSjiao you,This is a reference to swingers dating.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3641,一|夜|情,,One night stand,yi |ye |qing,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3642,E夜情,,One night stand,Eye qing,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3643,ｕｏｏｉｐ,,,uooip,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3644,ｏｏｏｏｏ,,,ooooo,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3645,ｖｖｖｖｖ,,,vvvvv,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3646,ｔｚｅｌｒ,,,tzelr,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3647,ｖｃｋｑｙｆ,,,vckqyf,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3648,洗浴小姐,,Bathing lady,xi yu xiaojie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3649,发廊女,Hair dressing women,,fa lang nu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3650,有小姐,[We] have ladies,,you xiaojie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3651,发廊妹,Hair salon girl,,fa lang mei,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3652,小姐最便宜,Ladies the cheapest,,xiaojie zui pianyi,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3653,KTV小姐,Karaoke ladies,,KTVxiaojie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3654,发廊小姐,Hair salon ladies,,fa lang xiaojie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3655,兼职MM,Part-time prostitutes,,jian zhi MM,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3656,小姐价格,Lady's price,,xiaojie jiage,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3657,小姐多少钱,How much money for lady,,xiaojie duoshao qian,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3658,学生妹,School girl,,xuesheng mei,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3659,小姐联系电话,Lady contact number,,xiaojie lianxi dianhua,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3660,ktv小姐,Karaoke lady,,ktvxiaojie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3661,e夜情,One night stand,,eye qing,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3662,小姐联系方式,Ways to contact ladies,,xiaojie lianxi fangshi,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3663,出台小姐,"Lady that provides services (eating, drinking, sexual)",,chu tai xiaojie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3664,ａｓｉｎｓ,,,asins,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3665,ｈｌｋｈｌｋ,,,hlkhlk,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3666,ｄａｄｆｃｆ,,,dadfcf,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3667,ｑｑｑｑｑ,,,qqqqq,,Sina UC,Sina UC List 3;Sina UC List 4,Context unclear,110,Misc
3668,欧美色图,European and American kinky pictures,,ou mei se tu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3669,欧美女色,European and American kinky women,,ou mei nu se,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3670,欧美男色,European and American kinky men,,ou mei nan se,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3671,欧美图色,European and American kinky pictures,,ou mei tu se,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3672,丁香社区,Ding xiang community,,ding xiang shequ,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3673,97isese,97 I'm kinky kinky,,97isese,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3674,成人午间影院,,Adult lunch time theater,chengren wu jian ying yuan,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3675,成人午夜场,Adult midnight show,,chengren wuye chang,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3676,成人午夜影院,Adult midnight theater,,chengren wuye ying yuan,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3677,少年阿宾,Young Ah-bin,,shaonian abin,This is an online novel likely containing sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3678,甜性涩爱,,Sweet sex unsmooth love,tian xing se ai,This is a porn film.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3679,视频交友,,Video dating,shipin jiao you,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3680,洗浴中心内幕,,Inside story of bath centers,xi yu zhongxin neimu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3681,视频聊天,,Video chat,shipin liaotian,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3682,二十一世纪成人在线,,21st century adults online,ershiyishiji chengren zaixian,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3683,红河谷快乐王国,,Red river valley happy kingdom,Honghe gu kuaile wangguo,Chinese porn/sex website.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3684,www.21ao1.info,,,www.21ao1.info,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3685,5161w.cn,,,5161w.cn,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3686,www.hhg5.info,,,www.hhg5.info,,Sina UC,Sina UC List 3;Sina UC List 4,URLs,107,Technology
3687,情色影院,,Erotic theater,qing se ying yuan,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3688,激情影院,,Passionate theater,jiqing ying yuan,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3689,伦理影院,,Ethical theater,lunli ying yuan,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3690,激情自拍,,Passionate masturbation,jiqing zi pai,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3691,激情视频,,Passionate video,jiqing shipin,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3692,阴蒂,,clitoris,yin di,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3693,免费电影,,Free movie,mianfei dianying,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3694,成人电影,Adult video,,chengren dianying,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3695,为了避免本网站被屏蔽,To prevent the website from being blocked/shut down,,weile bimian ben wangzhan bei pingbi,"This is likely a reference to blogs being shut down and information lost, a lot of bloggers have set up mirror blogs. For more information, please see: http://www.rcinet.ca/projects/ch/china_web_censorship/section4.shtml (Chinese).",Sina UC,Sina UC List 3;Sina UC List 4,Censorship,83,Political
3696,只要输入手机号码获得密码就可以欣赏,,Just enter the cell phone number to obtain password and then [you] can enjoy,zhiyao shuru shouji haoma huode mima jiu keyi xinshang,"This phrase is typically associated with the use of VoIP (online telephone services), free WIFI, etc. Unclear why it's blocked.",Sina UC,Sina UC List 3;Sina UC List 4,Generic technology terms,125,Technology
3697,故伪装成电影或视频页面,,It is disguised as a movie or video page,gu weizhuang cheng dianying huo shipin yemian,This could be a reference to malware.,Sina UC,Sina UC List 3;Sina UC List 4,Spyware,65,Technology
3698,收不到信息的可以按页面提示直接发送信息获取密码,If not receive information can get page prompts and receive information to obtain password,,shou bu dao xinxi de keyi an yemian tishi zhijie fasong xinxi huoqu mima,"Unclear of context, but may be related to retrieving password information for bank account (see: http://www.icbc.com.cn/ICBC/%E5%AE%A2%E6%88%B7%E6%9C%8D%E5%8A%A1/%E7%9F%AD%E4%BF%A1%E5%AE%A2%E6%9C%8D/%E7%9F%AD%E4%BF%A1%E5%AE%A2%E6%9C%8D.htm (Chinese)).",Sina UC,Sina UC List 3;Sina UC List 4,Generic technology terms,125,Technology
3699,胸推,,Chest push,xiong tui,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3700,毒龙,,Viper,du long,This appears to be a sexual position.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3701,口暴,,Mouth storms (likely blow job),kou bao,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3702,波推,,Wave push,bo tui,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3703,淫液,,Cum/sexual fluids,yin ye,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3704,阴液,,Vaginal fluid,yin ye,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3705,爱液,,Love fluids,ai ye,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3706,激情美女小电影,Passionate beautiful woman short porn,,jiqing mei nu xiao dianying,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3707,激情美女爽图多多,Many passionate beautiful woman orgasm pictures,,jiqing mei nu shuang tuduoduo,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3708,刺激养眼图片,,Stimulate seductive picture,ciji yang yan tupian,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3709,偷拍走光美女,Taking secret photos of exposed beauties,,tou pai zou guang mei nu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3710,私密写真图片,,Private photos,si mi xiezhen tupian,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3711,激情小电影,,Passionate short film,jiqing xiao dianying,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3712,阴户,,Vagina,yinhu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3713,阴处,,Vaginal area,yin chu,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3714,骚眼,,Harass eye (likely anus),sao yan,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3715,乱伦,,Incest,luan lun,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3716,三级片,Porn,,san ji pian,Level three is likely a reference to the Hong Kong movie rating system. Level three is restricted to persons 18 and above only. Please see: http://en.wikipedia.org/wiki/Hong_Kong_motion_picture_rating_system.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3717,妓女日记,Diary of a prostitute,,jinu riji,Likely a porn film.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3718,催情粉,,Aphrodisiac powder,cui qing fen,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3719,伟姐,Female viagra,,wei jie,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3720,春药,,Aphrodisiac,chun yao,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3721,包养的女大学生,"""Sugar daddy"" for female university students",,bao yang de nu daxuesheng,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3722,卵蛋,,Ova,luan dan,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3723,淫叫,,Moaning,yin jiao,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3724,阴精,,Sex fluid,yinjing,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3725,雪白肥美,White plus-size beauty,,xuebai fei mei,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3726,肥美雪白,White plus-size beauty,,fei mei xuebai,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3727,肥美白嫩,,Plump soft white,fei mei bai nen,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3728,18禁,,18 +,18jin,Sexual content,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3729,插插,,Insert,cha cha,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3730,插你,,Insert you,cha ni,Sexual content,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3731,插我,,Insert me,cha wo,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3732,插他,,Insert him,cha ta,Sexual content,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3733,吹萧,,Blow pipe (blow job),chui xiao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3734,狂干,Crazy sex,,kuang gan,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3735,开苞,De-flowering (a virgin),,kai bao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3736,露毛,,Exposed (pubic) hair,lu mao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3737,乱交,Incest,,luan jiao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3738,内射,Internal ejaculation,,nei she,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3739,奶子,Breast,,naizi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3740,喷精,,Spray semen,pen jing,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3741,破处,Breaking of hymen,,po chu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3742,喷尿,Spray urine,,pen sui,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3743,蒲团,Sex and Zen (movie),,pu tuan,"This is likely a reference to a pornographic movie. For more info, please see: http://www.avistaz.me/movies/2008/sex-and-zen-iii-chinese-1998.html.",Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3744,群射,Group ejaculation,,qun she,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3745,阴门,,Vagina,yin men,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3746,阴囊,,Scrotum,yin nang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3747,幼交,,Youth sex,you jiao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3748,幼幼,Young,,you you,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3749,造爱,,Making love,zao ai,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3750,坐交,Sit sex (car sex?),,zuo jiao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3751,恋足美女,,Foot fetish beauty,lian zu mei nu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3752,SM女王,,SM queen,SMnuwang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3753,美空超级美女,Moko Top Girl,,mei kong chaoji mei nu,"This appears to be a model competition on Tencent. For more information, please see: http://www.moko.cc/mtg/index.html.",Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3754,玩弄艳尸,,Playing with beautiful corpse,wannong yan shi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3755,玉足训练,,Jade foot training,yu zu xunlian,Likely sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3756,收费女王,Charging queen,,shoufei nuwang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3757,窒息电击穿刺穿孔人体悬挂,"Suffocation, electric shock, puncture perforation, human suspension",,zhixi dian ji chuanci chuan kong renti xuangua,"This is likely a reference to alleged torture tactics used against Falun Gong practitioners by the Chinese government. For more information, please see: http://vttyks.pixnet.net/blog/3 (Chinese).",Sina UC,Sina UC List 3;Sina UC List 4,Religion,47,Political
3758,脚奴,,Foot slave,jiao nu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3759,美穴,Beautiful hole/pussy,,mei xue,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3760,虐阳,Bondage,,nue yang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3761,虐肛,Torture anus,,nue gang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3762,滴蜡,,Candle wax,di la,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3763,虐褥,Torture mattress,,nue ru,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3764,脚交,Foot sex,,jiao jiao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3765,脚虐,Foot torture (likely bondage),,jiao nue,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3766,轻微SM,Light SM,,qingwei SM,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3767,家中自拍,Masturbating at home,,jia zhong zi pai,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3768,SM男奴,SM male slave,,SMnan nu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3769,G点高潮,G-spot climax,,Gdian gaochao,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3770,最新真实秘密现场,,The lastest real secret site,zuixin zhenshi mimi xianchang,This is a reference to sex (surveillance) videos of different locations.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3771,成人论坛,,Adult forum,chengren luntan,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3772,女奴,,Female slave,nu nu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3773,御姐,,Imperial sister,yu jie,Sexual content.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3774,调教,BDSM,,diao jiao,"For more info, please see: http://zh.wikipedia.org/wiki/%E6%80%A7%E8%AA%BF%E6%95%99 (Chinese); http://en.wikipedia.org/wiki/Discipline_%28BDSM%29 (English).",Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3775,销魂一晚,,Ecstasy one night,xiao hun yi wan,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3776,美腿小护士,Beautiful legs little nurse,,mei tui xiao hushi,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3777,巨乳诱惑,,Big breast temptation,ju ru youhuo,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3778,床上诱惑,Bed temptation,,chuang shang youhuo,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3779,女王奴隶,,Queen of slaves,nuwang nuli,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3780,宫沢静香,Shizuka Miyazawa,,gong  jing xiang,This is the name of a Japanese porn model.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3781,华人伊甸园,,Chinese garden of Eden,huaren yidianyuan,Likely porn website.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3782,情色海岸线,,Erotic coastline,qing se haianxian,This is likely a porn website.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3783,最新网址,,Lastest website,zuixin wangzhi,Unclear why this is a sensitive term.,Sina UC,Sina UC List 3;Sina UC List 4,Generic technology terms,125,Technology
3784,幼香阁,,Child frangrant pavilion,you xiang ge,This is a porn forum/website.,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3785,草榴,,Grass pomegranate,cao liu,"Sexual content, or porn website.",Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3786,sexinsex,,,sexinsex,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3787,SexInSex,,,SexInSex,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3788,色中色,,Sex in sex,se zhong se,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3789,裸图,,Nude pictures,luo tu,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
3790,真实淫乱现场,,Real promiscuous scene,zhenshi yin luan xianchang,,Sina UC,Sina UC List 3;Sina UC List 4,Prurient Interests,1,Social
